,codigo_pedido,codigo_cliente,data_nascimento_cliente,data_pedido,data,flg_bf,compras_bf
95,d7cf6a32ca882544281d71ce61a5a0cb,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-30,,,105.0
96,e0de6679f165403ef3e0b2eda30bf583,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-30,,,105.0
97,42cf361c32c00820ef699b5876197e3d,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-10,,,105.0
98,e69b91b3880d5be7facde9af44026968,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-17,,,105.0
99,8a6c9b5b6d830d178897d8981fd2f1a2,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-29,,,105.0
100,d1b453575554b2ed6c0876fbd3d2ce46,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-29,,,105.0
101,f7152559a95ce3395c8bc1fe4dbf1a50,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-21,,,105.0
102,35a199cea845753db43f3202c2dd7826,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-21,,,105.0
103,e1679de37e62c92684f386e9e092d7f2,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-19,,,105.0
104,91c7f3bbd38dc67e36d9776286acab24,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-01,,,105.0
105,266a4d3a17002c5583a56911887e515e,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-05,,,105.0
106,c753d5ebdf2c24065b8012a524e0ded6,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-02,,,105.0
107,8ee7b15e55e3f7a27bac4b2148273013,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-25,,,105.0
108,7e4178440559d08d65d47c361162ff29,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-27,,,105.0
109,3558ea79905ec1a68fcec1985901ca85,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
110,3558ea79905ec1a68fcec1985901ca85,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
111,c374f72f792007a20452931c06225f91,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
112,4687ae5b1ad53dbbe39a812b477dbfb2,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
113,2233be4d79498bfb756310f70a17f71c,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
114,203d6d52269054ebefce42e08e7414a8,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
115,7e76f9f61a9f83603473b508cf5eadb7,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
116,cb1925e64adcff2b428f4d87ecbdb03a,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
117,02adaef4aeb051b07e4d0b385eb7e586,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
118,e3583ad6c4bf53c38557503764888d3c,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
119,3752a6168d31e4d7f787129cd51b2992,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
120,acb0646bef05ada9bc004eb11fda2aac,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
121,781c850c6d6940091a93894dd0a3696a,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
122,4f82c766a8b300adcb46657d158006d7,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
123,1eacc69ede038d37b0436956ae16e45a,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
124,8882113c9f20b5af4266eab5871914f8,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
125,c7087f287ff2133940b40658df28b366,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
126,7e970c407ba88f8cef781e471087592f,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
127,7356942d6339fa2ba044c6d555dd08b0,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
128,8d51f6bf34e12e1dd4a2393e8ca1a6b9,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
129,bde150c91bc2d81222ca3e68bb282f2d,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
130,d47c51131db056973a818708c31bd94b,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
131,14e25ab180484c45bc40cc213034af1d,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
132,ca7b1eefc0d232384291e644c51ca2a5,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
133,25e7a360a1628889a17d8128ab766a9a,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
134,506151dcb3fb4a54b285375eccdfc4b0,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
135,f0316428cf428635cc0a808912835f99,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
136,a8208ac99369465845e713c9996136dc,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
137,5d34bd71f0a577e1c44a319706d6bcd2,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
138,d08f8d7b4827809cb0e09743e7f3ffe6,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
139,21d84f639c92db8965c1168ef42867fc,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
140,af48f52a1b2d74b0de7e789cdba7101b,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
141,de81029de3886c1ecfbc566a6de0aa81,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
142,39487a43d870d6b4c22eb7d5cbfddb06,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
143,b831b0dc2b12193a8c99a171d4a7db17,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
144,9fcaeb0afbdefd71f09f76c91fff1efb,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
145,b9f7d78ba69f51f2beaad93ab12c9f82,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
146,4367242032645d440274b44195c28194,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
147,cc51ba61f97e3802490555f133e4bf98,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
148,194b5d75b199fa94c664b1b41d0d8ddf,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
149,21d4c7d2bcea9d588d526017bc0691cf,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-14,,,105.0
150,74fd47c98ec4b49ceb2099bec46eafcd,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
151,b3d9347807202aa51a67c81e5ed34a01,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
152,7a702ba5d40e0e955f725ec663a87ce0,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
153,ebef62c3ee179dfc4a0a75208e40505e,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
154,8953a8cff6238acdefbd9841645351c2,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
155,7d4788777f203383b16461b4753352ac,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
156,00baa360ccdf0124192343349bce9c55,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
157,fec36213a7eb0bad01ba3b6b3557ccb6,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
158,a0dbf1ce71058567bbec41ce92bcc877,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
159,fcad3e92f21cd6fbcd33a7a3f4d053a3,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
160,fceb531d5f2f2a5e46c4252c21dbd70b,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
161,172790a57034e09685b6dc2781d3584b,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
162,8976c16f5933916157196ac4bff73be2,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
163,fa8f2518abbf572ccdbcd55e84951369,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
164,585433de35c9e8b16895995ccf21d8c7,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
165,753a9c4ce07d2cfdf656a21c6b556ebe,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
166,33cd387c2ef272a96cc07b0246faeef9,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
167,714ad1950f11e671a42fb3bdd017370f,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
168,199fbd83f3090c08545ee44f3a91af8f,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
169,6f5f504099e9deeca85a080891f72e63,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
170,63a996fa7118ff21dbaf99029b48fe37,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
171,73822dbffcf3a567be017ebf080fc628,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
172,c0a27a938a01386323016d560a99f6ee,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
173,405d5b59272d497cd6310e19c641ed24,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
174,ff3c50e2d05bfb4d9de7c2a6f036fed3,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
175,010ecf839440b2a478717ae86c51f9d4,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
176,b0223dd5b3570bde540f1725b59c3cec,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
177,02324df5dd1b6ae4aede36a5b76b47de,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
178,5f4a4ab08a57db560ee4569f133772f0,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
179,c8384e545a8420b41b7530026599e267,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
180,5ac18b8f8dce5cc38501791266d9b0fe,9436b0e2e6602969019ebeefe1f5fd6a,2009-10-28 00:00:00,2018-11-15,,,105.0
